text,positive,negative
"Tadhana est comme ... um comme le sort ... hahahaha) non, vous ne suez pas cher. Vous ne le faites pas.",1,0
Niche en papier: peut kit - jardin fantaisie,1,0
Arrêter de fumer pour la nuit ... bonne nuit!,1,0
Diplômés de famille,1,0
Bon produit! Vous attendra,1,0
Presque à la maison j'aime mon lit,1,0
Regarde mes copains à l'heure du lundi,1,0
jolie chanson..,1,0
Je vais vous montrer quelques applications douces le jeudi!,1,0
Bonjour à toi aussi,1,0
Désolé pour le dernier tweet - pas destiné à vous! = P heureux est bon !!,1,0
Je me suis envie de faire un petit baiser tout le week-end si vous voulez vous rencontrer! Ballinn !!!,1,0
Haha il fait vraiment,1,0
Faire du travail sur le point clé,1,0
Merci de suivre. Bonne rencontre avec un fan de mootools,1,0
"Semble bien et amp; & amp; ??? ,,, mais oui oui je suis là aussi chillin ... !!",1,0
Enseigne l'école de 4 et 5 ans dimanche aujourd'hui heureuse journée des mères!,1,0
"Ah cool! C'est beau, n'est-ce pas? Et de penser que jésus est encore mieux que michael hosea! Hehe",1,0
Ha ha - excellente idée! Je peux même atteindre mes 5 ans avant l'heure du déjeuner à ce taux !!,1,0
Je ne le connais pas vraiment un bras humble. Devinez-vous de me boire ... ou demandez simplement ou si vous ne me croyez pas!,1,0
La route de Dallas. Oh salut.,1,0
Je viens d'arriver au netshop il y a quelques minutes ... pacquiao vs hatton demain matin ... bonne chance manny !!!,1,0
Il faut souvent attendre,1,0
Jour de congé plus wake n bake,1,0
"Recommandé aux bijoux de Tanya est comme elle, belle, unique et exquise x '",1,0
Profitez-en avec maman! Nous en avons seulement un!,1,0
Oop t'north,1,0
"bien sûr. Je devrais être bien debout, donc c'est quelque peu hypothétique",1,0
Ils déchargent un réservoir de léopard juste à côté de la fenêtre de mon bureau. J'espère que je n'ai pas fou de personne,1,0
"Oui, le café est toujours la réponse",1,0
"Quoi qu'il en soit, vous l'atteindrez.",1,0
Sur le point de prendre sa retraite pour la soirée. Grand jour demain. Parlez-en plus tard,1,0
"Enfin, je reviens sur ma lecture de fanfiction!",1,0
"Aujourd'hui, je suis allé à la série ""mat"" pour ""h & amp; m"", j'ai acheté un bikini et un top, j'ai vraiment aimé certaines parties des collections",1,0
J'ai un allie,1,0
Sur mon voyage mensuel d'une journée 500mi pour une réunion. J'ai pris du café et je me retire de la pluie!,1,0
bah your amazing  gbu&lt;3,1,0
Oui! nous sommes,1,0
"Je vais essayer un cri de retour à (tout nouveau à cela, donc je peux faire quelque chose twittery ici va .... et cliquez & gt;",1,0
"Merci, toi aussi!",1,0
"Alors, enlevez tous vos vêtements ... hahaha..menez-moi et gt; et lt;",1,0
J'ai eu un peu de peur ce soir. Ne pouvait pas retomber à dormir. J'ai donc commencé à travailler sur mon projet d'imagerie numérique. En regardant bien.,1,0
- Vous avez l'air chic dans cette photo! Ne mourez pas votre xoxox,1,0
"Lmfao mmm le dîner du dimanche, sauve-moi, on a eu le nôtre yday lolage",1,0
"Je ne sais pas qui est Matty, mais Bob est mon père!",1,0
"Twitter, nous achetons une maison aujourd'hui! Si quelqu'un est libre cet après-midi, nous pouvons avoir besoin de votre aide.",1,0
Je m'aime un peu,1,0
Hehehe! Barry Killer! Vous avez besoin d'une photo,1,0
"Vous ne changerez pas vos fans pour le monde, tbh je ne pense pas que quelqu'un changerait mcfly pour le monde, vous êtes trop incroyable x",1,0
"Bahahahaha, est tombé sur mon bureau, et mon chien est couché devant la fenêtre de ma chambre. ... c'est une idiote.",1,0
j'éspère que tu te sens mieux,1,0
Bonne journée,1,0
"A fait un commentaire sur votre blog, mais je l'aime! Comme je l'ai dit ... le livre est mort pour une bonne cause.",1,0
Bonne chance à lui!,1,0
Je pense qu'elle dort. Ou peut-être travaillé. encore. Cette fille est super femme,1,0
C'est un régal universel!,1,0
Est-ce qu'il y a un banjo?,1,0
"Les étudiants de ... l'école, ces anciens et anciens Nouveau. Rassemblés ou séparés ... quelque chose ... tout le monde à travers! La la la. Luxtra lu vestra !!!!!",1,0
Heureuse fête des mères à toutes les mamans. Et grâce à tous les papas et petits qui l'ont rendu si spécial pour nous! Xo,1,0
Les garçons sont stupides. Vous pouvez jouer avec eux comme vous le souhaitez,1,0
hehe merci. Je l'aime aussi!,1,0
"Oh cool, thanx",1,0
de rien! C'est sympa de vous rencontrer bob! (J'espère que je ne spamme pas et que je dérange tout le monde en répondant); p hehe.,1,0
Égoïste peut être une bonne chose ... rien de mal à cela!,1,0
"Sur mon chemin, éclate d'excitation comme un vieux 3 fois",1,0
"Au moins, le gars était en train de rire!",1,0
Essayer mes compétences italiennes et amp; Je ne devrais pas causer alors je serai sur fb,1,0
"À la maison, les mains vides. Aucune bande dessinée trouvée aujourd'hui. Je vais maintenant me livrer à mes cupcakes de la boulangerie magnolia.",1,0
Whedon love! Les os ont été renouvelés pour s5 et s6; Maison de poupée & amp; Le château a été renouvelé pour s2 - aime mes acteurs whedon.,1,0
"Hmmm, c'est peut-être ce qu'ils voulaient dire. Ils ont échappé à quelque chose de nouveau, mais vous savez comment les médias sont",1,0
"Veut souhaiter son très très très, très amical ami, caryn, un anniversaire génial, heureux et béni",1,0
Est parti à l'aéroport. On se voit le jeudi à Manille!,1,0
Uh oh. ??????? ... au moins en hk,1,0
Bb: bon week-end. A finalement fait une dent dans les mauvaises herbes dans mon jardin,1,0
Vient de terminer le dîner de mamas maintenant sur le point de l'abandonner,1,0
Beau jour ici sur le cap,1,0
planète heyyyyyy licorne,1,0
C'est sympa et doux,1,0
En riant des publications de l'obscurité et de waterman02 ... et je vous ferai savoir que je suis d'accord avec vous ...,1,0
"Bonjour, les terriens, je suis resté trop tard la nuit dernière, mais je ne l'ai fait que parce que je dois me coucher tôt ce soir. Début de la saison xo",1,0
Grand jour pour les lakers demain ... j'espère qu'ils apparaissent. Goodnight twitterland xoxo,1,0
Aller dormir! ... suis-moi bébé,1,0
"Dans notre classe vedanta, nous avons un dicton & quot; chit arrive & quot; (Chit étant des vibrations mentales ou des pensées)",1,0
"Vous avez fait de bonnes ce soir comme toujours! J'espère que les côtes se lèvent, vous le faites ressentir si facilement! continuez",1,0
"J'avais recommandé Harney & amp; Fils () d'où je commande beaucoup de thé, je pense.",1,0
"J'adore u2! Lol, je n'ai jamais besoin d'une lente mais bonne audiothèque oliver twist est une personne que j'ai écoutée dernièrement.",1,0
Nous cuisinerons des bananes avec du lait de coco et l'arroserons avec du sucre,1,0
Alors je suis en train de jouer avec le travail et ça va bien faire les cheveux! ... je me demande comment fonctionne fitzsimmons?,1,0
"J'ai entendu parler de ces filles, kay c'est sam, d'ailleurs, à partir de l'icône",1,0
Je viens de battre tout le monde à la vitesse,1,0
Endurant une longue fête de rénovation domiciliaire. Mais partager une expérience merveilleuse avec les enfants / la famille n'a pas de prix.,1,0
salut! Merci de me suivre!,1,0
Ma tête se sent tellement mieux,1,0
J'ai fait. Mais merci de toute façon.,1,0
"Se sentir bien, en écoutant & quot; party & amp; Connerie & quot; Par andrew lewis ... une excellente façon de terminer le semestre scolaire ...",1,0
Attendre à l'école pour ma classe d'été. Les petites cendres étaient incroyables. N'aurait pu être mieux. Surtout le rpattz joue un homme gay. chaud,1,0
J'ai passé une agréable journée à nettoyer mon appartement et mon Profitez d'une promenade en train d'explorer la nouvelle région.,1,0
"Non, ce n'est pas prophétique",1,0
Haha oh ok vraiment pas de qui je riais ... mais nous sommes addicted lol est tout bon dans la capuche homie.u à augusta?,1,0
"aller au lit. Besoin de dormir, et de rêver des rêves rockins! Night neverland",1,0
"Il sera plus facile pour vous s'il commence à conduire, vous pouvez dormir la nuit en paix",1,0
Quelle est la description théâtrale ici chaude comme toujours mais je suis au bureau! Fin de semaine dans il;),1,0
impressionnant! Je suis impatient de l'essayer.,1,0
Lecture d'un double agent cellulaire.,1,0
J'ai un câble d'antenne numérique dans ma chambre maintenant! C'est tellement trop gentil ... Je n'ai jamais eu de télé dans ma chambre !! Thx brother howie,1,0
Fait la même chose! Amusant de vous rencontrer sur les marchés!,1,0
"Bonjour le monde! Comment allez-vous ce lundi? Ici dans la zone dmv, c'est un peu froid que j'attends mon train ... et bien sûr, j'ai sommeil.",1,0
Joyeux anniversaire ma magnifique révision de la petite soeur .....,1,0
Rofl @ guyliner,1,0
"Je suis encore plus rapide, publier un commentaire maintenant!",1,0
"L'une des meilleures séquences de titre de n'importe quel film: j'aime ""les suspects habituels"" Et cette musique",1,0
ou sont des gens qui? juste pour le rendre followovalo followuj tout ce que mes mains et les pieds aussi. rêveurs,1,0
Il y aura des légumes et des légumes aussi ... et vous pouvez avoir l'hamburger sans le pain (hamburger végétarien si vous voulez). viens...,1,0
Les meilleures et les plus belles choses dans le monde ne peuvent être vues ou même touchées. Ils doivent être senties avec le coeur. Helen Keller,1,0
Joyeuse fête des mères à yall (et moi aussi!) Mon fougueux fils prit ma fraîcheur pour une faiblesse ... mais tout va bien. Tout ce qui est positif,1,0
"Enfin dans mon lit, & amp; Je dois dire, j'ai passé une soirée. Je suis prêt à aborder cette semaine de travail et amp; Voir ce que le week-end prochain a en réserve pour moi",1,0
C'est comme un refroidisseur de twitter mais wayyyy. & Amp; Ils ont un cuzzz tout à fait d'origine éthane et amp; Maddie en a eu un. Donc nous avons tous perdu la tête.,1,0
"Lol. Vous dormez fort! Lol merci, j'aime vraiment lire tes tweets. Mais ne restez pas trop tard. passez une bonne journée.",1,0
Myspace est surestimé ... blah en attendant qu'il soit 2 alors avec dan,1,0
"Oui madame, je vais bien. à Toronto. Il était temps de rentrer à la maison et de faire avancer certaines choses, ont toujours des clients chez ny. comment vas-tu?",1,0
"Va dormir, idiot.",1,0
"J'apprécie votre musique et vos tweets, je ne peux pas attendre un autre album!",1,0
"J'ai tenté et ça ne va pas bien, hehe, je pourrais avoir un autre aller bientôt",1,0
Aha je vois ... va faire,1,0
C'est fantastique ... merci de me dire un lien avec un lien,1,0
Hindi yan. hahaha! Où habites-tu? : & Gt;,1,0
Cette première tasse de jasmintéa est si douce que la vie du matin peut être douce dans des moments comme celui-ci,1,0
Je ne vous ai pas vu dernièrement. J'espère que vous vous souvenez de déjeuner.,1,0
Je n'ai pas travaillé sur mon téléphone aussi bien! Tordu et tout est maintenant fixé semble étrange tweet à propos de peaufiner sur Twitter ???,1,0
J'ai le pire téléphone jamais. Il ne vibre pas. Il a cessé de charger. Et il a rejeté ma carte mémoire. Mais je ne peux pas aider mais je l'aime,1,0
"Jajaja, vous allez en écrire, je l'ai si vous ne voulez pas",1,0
"Cookie Monster est destiné à manger des cookies 24 heures sur 24, 7 jours sur 7! Existe-t-il un aperçu de l'avenue q? Parce que c'est ce qu'il dit sur ticketek",1,0
"Je ne me soucie pas de qui est fâché. J'aime dire mon esprit. Je suis vraiment fou, donc ça m'aide à ne pas aller au loin! Baise-toi!",1,0
Hooray! Votre avatar est de retour! Allons le mettre dans la zone des jardiniers maintenant,1,0
c'est génial! Je vous remercie,1,0
Finalement fait le nettoyage de la lessive et se prépare au travail,1,0
Essayant de comprendre comment envoyer un message à ma grand-mère pour la fête des mères!,1,0
"""Alors, embrasse-moi au revoir ... chérie, je vais le sortir en vie ... alors embrasse-moi au revoir ... je peux voir le venin dans tes yeux. & Quot; J'adore cette chanson",1,0
"Doit admettre ""2 hommes enlevés par le groupe rebelle"" Milf ""& quot; Est un peu drôle si vous ne connaissez pas mieux.",1,0
J'ai fait pipi sur le côté de notre maison parce que toutes nos 3 salles de bains sont occupées,1,0
"A eu une journée amusante avec grâce et amp; Addison. Football, parc, & amp; Repartir à nouveau! les aime",1,0
Comment était bamboozle? J'aimerais pouvoir être parti. & Amp; & amp; Avez-vous travaillé avec laurie ann gibson? Elle m'a dit que vous avez travaillé ensemble,1,0
"Ravi de vous rencontrer. Mike, producteur vidéo cf miami.",1,0
Les baux ont-ils dépassé! C'est notre plat nic !! Seulement 675 pour le dépôt aussi!,1,0
Voir un chef-d'œuvre qui sort où chaque 2ème mot est un chaton,1,0
"Haha, ce serait cool. Brianna et je devrais voler là-bas haha",1,0
- fonctionne-t-il si ce n'est pas à la fin de votre tweet? Je l'aimerais s'il l'avait fait,1,0
Ha ha - tes tweets m'ont amusé,1,0
"Juste une crème glacée à sully's et une belle promenade avec de bons amis, maintenant l'heure du barbecue et de l'halo",1,0
Est allé à la balle senior hier soir. beaucoup d'amusement,1,0
C'est à ce moment-là que vous faites votre propre,1,0
"Passé bday weekend w / cindi & amp; Des pétales assortis (le sien, pas le mien ... longue histoire déprimante là-bas). Finalement, je suis revenu à i bar & lt; 3",1,0
Vous allez m'aimer! Qualité DVD de wolverine en ligne en ligne! Pas besoin de télécharger ou de payer pour regarder,1,0
Va tweeter beaucoup plus ... iphone,1,0
"Je veux juste voler et laisser tout cela derrière. Je suis un peu excité, qu'est-ce que vous dites que nous partons pour la Californie? : P",1,0
Ajoutez-moi en tant qu'ami ou sbscribe si vous avez youtube,1,0
"Le travail est terminé, pour une bière",1,0
Salut les gens !!!!!!!!,1,0
"""Il y a une lumière à Chicago et je sais que je devrais être à la maison"" ... tu me manques maman! Bonne fête des mères. Arrêtez de m'appeler en contradiction. Merci.",1,0
"alors oui, je suis officiellement houx",1,0
Est-ce le vrai jo bros? Hehe,1,0
Vous avez apprécié le temps chaud,1,0
"Oui, je suis d'accord, elle a bien semblé bien. Mieux que d'autres fois, je l'ai entendue. Vraiment excité pour pcd nd gaga vendredi maintenant",1,0
"Révision pour l'anglais, oh joie. Je vais bien accepter.",1,0
"Bonne journée à ce jour. Mar, laissez-moi dormir (un peu!) ... Rey s'est engagé à travailler afin que nous soyons prêts à sortir aujourd'hui.",1,0
"Juste mon cul? Qu'en est-il du reste de moi? Voir, je suis une hilarité personnifiée",1,0
Les gens asiatiques sont vraiment merveilleux. C'est pourquoi je suis vraiment fier d'être un.,1,0
Mitchell fait sourire à Sydney,1,0
Pour tous les amateurs de chat - un poème sur les chats,1,0
"Ce soir, je dîne avec mon petit ami",1,0
Yo! Je suis sur le point d'aller à l'orthodontiste! souhaite moi bonne chance! Bonne coupe de cheveux! Lol! Love youuuu,1,0
